iter	Passed	Remaining
423	2132	23018
424	2137	23011
425	2142	23003
426	2147	22995
427	2152	22989
428	2156	22980
429	2161	22971
430	2166	22963
431	2170	22953
432	2175	22944
433	2179	22934
434	2184	22921
435	2188	22911
436	2193	22902
437	2197	22893
438	2202	22884
439	2207	22874
440	2211	22866
441	2216	22860
442	2224	22880
443	2229	22882
444	2236	22889
445	2241	22890
446	2247	22894
447	2253	22898
448	2259	22898
449	2264	22895
450	2269	22890
451	2274	22888
452	2279	22885
453	2285	22883
454	2290	22881
455	2295	22877
456	2301	22874
457	2306	22869
458	2311	22865
459	2316	22860
460	2320	22852
461	2326	22847
462	2330	22838
463	2335	22831
464	2340	22824
465	2344	22815
466	2349	22807
467	2354	22801
468	2359	22791
469	2363	22780
470	2368	22772
471	2372	22763
472	2377	22754
473	2382	22746
474	2386	22738
475	2391	22730
476	2396	22720
477	2400	22712
478	2405	22705
479	2410	22697
480	2415	22689
481	2419	22681
482	2424	22672
483	2429	22664
484	2433	22654
485	2438	22648
486	2443	22640
487	2447	22632
488	2452	22623
489	2457	22615
490	2461	22607
491	2466	22601
492	2471	22594
493	2476	22586
494	2480	22576
495	2485	22568
496	2489	22557
497	2494	22548
498	2498	22540
499	2503	22533
500	2508	22523
501	2512	22516
502	2517	22507
503	2522	22500
504	2526	22490
505	2531	22481
506	2535	22473
507	2540	22464
508	2545	22456
509	2549	22447
510	2554	22439
511	2559	22432
512	2563	22422
513	2568	22416
514	2573	22411
515	2578	22404
516	2582	22395
517	2587	22386
518	2592	22379
519	2596	22373
520	2601	22365
521	2606	22358
522	2611	22352
523	2615	22342
524	2620	22336
525	2625	22328
526	2629	22322
527	2634	22315
528	2639	22308
529	2644	22301
530	2649	22295
531	2653	22288
532	2658	22279
533	2662	22270
534	2667	22262
535	2671	22253
536	2676	22244
537	2681	22237
538	2686	22230
539	2690	22222
540	2695	22214
541	2699	22207
542	2704	22200
543	2709	22196
544	2714	22188
545	2719	22182
546	2724	22178
547	2729	22174
548	2734	22168
549	2739	22162
550	2744	22158
551	2749	22152
552	2753	22144
553	2758	22137
554	2763	22129
555	2767	22123
556	2772	22115
557	2777	22108
558	2781	22100
559	2786	22091
560	2791	22087
561	2796	22085
562	2802	22084
563	2807	22084
564	2813	22083
565	2818	22080
566	2823	22078
567	2828	22072
568	2833	22065
569	2838	22059
570	2843	22056
571	2848	22051
572	2853	22047
573	2859	22046
574	2864	22043
575	2869	22038
576	2874	22036
577	2879	22032
578	2884	22027
579	2889	22021
580	2894	22016
581	2899	22010
582	2904	22007
583	2909	22001
584	2914	21995
585	2919	21987
586	2923	21981
587	2928	21973
588	2933	21966
589	2938	21960
590	2942	21955
591	2947	21948
592	2952	21941
593	2957	21933
594	2961	21926
595	2966	21919
596	2971	21912
597	2975	21905
598	2980	21898
599	2985	21891
600	2989	21883
601	2994	21877
602	2999	21871
603	3004	21864
604	3008	21857
605	3013	21850
606	3018	21843
607	3022	21835
608	3027	21828
609	3032	21822
610	3036	21814
611	3041	21806
612	3046	21799
613	3050	21793
614	3055	21786
615	3060	21778
616	3064	21772
617	3069	21764
618	3074	21756
619	3078	21748
620	3083	21742
621	3088	21736
622	3092	21729
623	3097	21723
624	3102	21716
625	3107	21709
626	3111	21702
627	3116	21697
628	3121	21692
629	3126	21686
630	3131	21680
631	3135	21673
632	3140	21667
633	3145	21662
634	3150	21654
635	3155	21649
636	3160	21643
637	3164	21638
638	3169	21633
639	3174	21626
640	3179	21620
641	3183	21611
642	3188	21604
643	3193	21598
644	3197	21590
645	3202	21584
646	3207	21577
647	3211	21570
648	3216	21562
649	3221	21556
650	3225	21549
651	3230	21543
652	3235	21535
653	3240	21531
654	3244	21524
655	3249	21517
656	3254	21512
657	3259	21507
658	3264	21500
659	3268	21493
660	3273	21486
661	3278	21480
662	3282	21473
663	3287	21467
664	3292	21462
665	3297	21456
666	3302	21451
667	3306	21444
668	3311	21438
669	3315	21430
670	3320	21423
671	3325	21414
672	3329	21406
673	3333	21398
674	3338	21392
675	3343	21386
676	3347	21378
677	3352	21371
678	3357	21367
679	3362	21360
680	3367	21354
681	3371	21347
682	3376	21340
683	3380	21333
684	3385	21326
685	3390	21320
686	3395	21315
687	3399	21308
688	3404	21302
689	3409	21295
690	3414	21289
691	3418	21284
692	3424	21282
693	3428	21274
694	3433	21268
695	3438	21263
696	3443	21257
697	3448	21251
698	3452	21246
699	3457	21239
700	3462	21234
701	3467	21228
702	3472	21223
703	3476	21216
704	3481	21210
705	3486	21205
706	3491	21199
707	3496	21194
708	3503	21200
709	3507	21195
710	3512	21189
711	3517	21184
712	3522	21179
713	3527	21172
714	3533	21173
715	3537	21167
716	3542	21162
717	3547	21155
718	3552	21152
719	3558	21153
720	3563	21151
721	3569	21151
722	3574	21147
723	3580	21147
724	3586	21145
725	3591	21142
726	3596	21140
727	3601	21136
728	3606	21131
729	3612	21128
730	3617	21125
731	3622	21120
732	3628	21120
733	3633	21115
734	3638	21113
735	3643	21110
736	3649	21107
737	3653	21101
738	3658	21096
739	3663	21092
740	3669	21088
741	3674	21085
742	3679	21081
743	3684	21078
744	3689	21074
745	3694	21068
746	3700	21066
747	3705	21063
748	3710	21056
749	3714	21051
750	3719	21042
751	3723	21035
752	3728	21030
753	3733	21025
754	3738	21020
755	3743	21015
756	3748	21010
757	3753	21004
758	3758	20998
759	3762	20991
760	3767	20986
761	3772	20979
762	3776	20973
763	3781	20966
764	3786	20959
765	3790	20952
766	3795	20947
767	3800	20940
768	3804	20934
769	3809	20927
770	3814	20921
771	3818	20915
772	3823	20909
773	3828	20901
774	3833	20896
775	3837	20891
776	3842	20884
777	3847	20878
778	3852	20872
779	3856	20866
780	3861	20859
781	3866	20853
782	3870	20847
783	3875	20840
784	3880	20834
785	3885	20830
786	3890	20824
787	3895	20819
788	3899	20813
789	3904	20807
790	3909	20802
791	3914	20796
792	3919	20791
793	3924	20786
794	3928	20780
795	3933	20774
796	3938	20769
797	3943	20764
798	3948	20759
799	3953	20754
800	3957	20747
801	3962	20743
802	3967	20736
803	3972	20730
804	3976	20724
805	3981	20718
806	3986	20711
807	3990	20705
808	3995	20698
809	4000	20691
810	4004	20686
811	4009	20680
812	4014	20674
813	4019	20668
814	4024	20663
815	4028	20657
816	4033	20651
817	4038	20646
818	4042	20639
819	4047	20632
820	4052	20626
821	4056	20619
822	4061	20613
823	4066	20607
824	4071	20602
825	4075	20595
826	4080	20589
827	4085	20587
828	4091	20584
829	4096	20581
830	4102	20579
831	4107	20577
832	4113	20574
833	4118	20572
834	4123	20569
835	4128	20565
836	4133	20560
837	4138	20555
838	4143	20551
839	4148	20546
840	4154	20544
841	4160	20543
842	4165	20542
843	4171	20540
844	4177	20539
845	4182	20537
846	4188	20536
847	4193	20532
848	4198	20526
849	4203	20520
850	4207	20514
851	4212	20509
852	4217	20503
853	4221	20496
854	4226	20490
855	4231	20484
856	4235	20477
857	4240	20470
858	4245	20464
859	4249	20458
860	4254	20451
861	4258	20444
862	4263	20437
863	4268	20432
864	4272	20424
865	4277	20418
866	4281	20412
867	4286	20406
868	4291	20400
869	4295	20393
870	4300	20387
871	4305	20381
872	4310	20375
873	4314	20369
874	4319	20362
875	4324	20356
876	4328	20350
877	4333	20345
878	4338	20338
879	4342	20332
880	4347	20327
881	4352	20321
882	4357	20315
883	4361	20308
884	4366	20302
885	4371	20296
886	4375	20290
887	4380	20284
888	4385	20278
889	4389	20272
890	4394	20265
891	4399	20260
892	4403	20254
893	4408	20248
894	4413	20242
895	4418	20236
896	4422	20230
897	4427	20225
898	4432	20218
899	4436	20212
900	4441	20206
901	4446	20201
902	4451	20195
903	4456	20190
904	4460	20183
905	4465	20177
906	4470	20171
907	4474	20166
908	4479	20160
909	4484	20154
910	4488	20148
911	4493	20142
912	4498	20136
913	4502	20130
914	4507	20124
915	4512	20118
916	4517	20113
917	4521	20107
918	4526	20100
919	4531	20095
920	4536	20089
921	4540	20082
922	4545	20076
923	4549	20068
924	4553	20061
925	4558	20055
926	4563	20049
927	4567	20042
928	4572	20036
929	4576	20030
930	4581	20023
931	4585	20016
932	4590	20009
933	4594	20001
934	4599	19995
935	4603	19989
936	4608	19982
937	4613	19976
938	4617	19970
939	4622	19964
940	4626	19957
941	4631	19953
942	4636	19948
943	4641	19941
944	4646	19937
945	4651	19932
946	4656	19931
947	4662	19930
948	4669	19931
949	4675	19931
950	4680	19929
951	4686	19928
952	4691	19924
953	4697	19921
954	4702	19917
955	4707	19913
956	4712	19908
957	4717	19905
958	4722	19901
959	4728	19897
960	4733	19896
961	4739	19892
962	4744	19890
963	4750	19888
964	4756	19890
965	4763	19891
966	4768	19888
967	4773	19884
968	4779	19881
969	4784	19878
970	4790	19876
971	4795	19873
972	4801	19870
973	4806	19868
974	4812	19865
975	4817	19860
976	4822	19855
977	4826	19849
978	4831	19843
979	4835	19836
980	4840	19830
981	4845	19825
982	4849	19818
983	4854	19813
984	4859	19808
985	4864	19802
986	4868	19796
987	4873	19790
988	4878	19784
989	4883	19779
990	4888	19776
991	4893	19771
992	4898	19764
993	4902	19758
994	4907	19751
995	4911	19744
996	4915	19737
997	4920	19731
998	4925	19724
999	4929	19717
1000	4934	19711
1001	4938	19705
1002	4943	19699
1003	4947	19692
1004	4952	19686
1005	4956	19680
1006	4961	19673
1007	4966	19667
1008	4971	19662
1009	4975	19656
1010	4980	19650
1011	4985	19644
1012	4989	19637
1013	4994	19631
1014	4998	19625
1015	5003	19619
1016	5007	19612
1017	5012	19606
1018	5017	19600
1019	5021	19595
1020	5026	19590
1021	5031	19584
1022	5035	19577
1023	5040	19571
1024	5045	19565
1025	5049	19558
1026	5054	19551
1027	5058	19545
1028	5063	19539
1029	5067	19533
1030	5072	19527
1031	5077	19522
1032	5082	19516
1033	5086	19510
1034	5091	19504
1035	5096	19498
1036	5100	19492
1037	5105	19486
1038	5109	19479
1039	5114	19473
1040	5119	19467
1041	5123	19461
1042	5128	19455
1043	5133	19450
1044	5138	19445
1045	5142	19440
1046	5148	19439
1047	5153	19434
1048	5158	19429
1049	5163	19424
1050	5168	19419
1051	5173	19414
1052	5178	19409
1053	5182	19403
1054	5187	19398
1055	5192	19392
1056	5197	19386
1057	5201	19381
1058	5206	19375
1059	5211	19369
1060	5215	19363
1061	5220	19357
1062	5225	19353
1063	5231	19350
1064	5236	19348
1065	5242	19345
1066	5247	19342
1067	5253	19340
1068	5258	19336
1069	5264	19334
1070	5269	19330
1071	5274	19324
1072	5278	19320
1073	5284	19316
1074	5289	19312
1075	5294	19307
1076	5299	19304
1077	5304	19300
1078	5310	19296
1079	5315	19292
1080	5320	19289
1081	5325	19284
1082	5330	19278
1083	5335	19273
1084	5340	19270
1085	5347	19272
1086	5352	19268
1087	5357	19264
1088	5362	19259
1089	5367	19253
1090	5371	19247
1091	5376	19241
1092	5381	19235
1093	5385	19229
1094	5390	19222
1095	5394	19216
1096	5399	19210
1097	5403	19204
1098	5408	19198
1099	5413	19192
1100	5417	19186
1101	5422	19181
1102	5427	19175
1103	5432	19169
1104	5436	19163
1105	5441	19157
1106	5445	19151
1107	5450	19145
1108	5455	19139
1109	5459	19134
1110	5464	19128
1111	5469	19122
1112	5473	19115
1113	5478	19110
1114	5482	19104
1115	5487	19098
1116	5492	19092
1117	5496	19086
1118	5501	19080
1119	5505	19074
1120	5510	19068
1121	5515	19062
1122	5519	19056
1123	5524	19050
1124	5529	19045
1125	5534	19039
1126	5538	19033
1127	5543	19028
1128	5547	19022
1129	5552	19017
1130	5557	19011
1131	5562	19005
1132	5566	18999
1133	5571	18993
1134	5575	18987
1135	5580	18981
1136	5585	18976
1137	5589	18970
1138	5594	18964
1139	5599	18958
1140	5603	18952
1141	5608	18947
1142	5613	18941
1143	5618	18936
1144	5623	18931
1145	5627	18926
1146	5633	18923
1147	5638	18918
1148	5643	18914
1149	5648	18909
1150	5653	18904
1151	5657	18899
1152	5662	18893
1153	5667	18887
1154	5671	18881
1155	5676	18876
1156	5681	18870
1157	5685	18864
1158	5690	18857
1159	5694	18852
1160	5699	18847
1161	5704	18841
1162	5709	18836
1163	5714	18830
1164	5718	18825
1165	5723	18819
1166	5728	18813
1167	5732	18807
1168	5737	18801
1169	5741	18796
1170	5747	18791
1171	5751	18786
1172	5756	18780
1173	5762	18779
1174	5767	18774
1175	5772	18769
1176	5777	18764
1177	5782	18760
1178	5786	18754
1179	5791	18749
1180	5797	18747
1181	5803	18744
1182	5808	18742
1183	5814	18740
1184	5819	18736
1185	5825	18733
1186	5831	18731
1187	5836	18726
1188	5841	18723
1189	5847	18720
1190	5852	18718
1191	5858	18714
1192	5863	18711
1193	5869	18708
1194	5874	18704
1195	5879	18700
1196	5884	18694
1197	5888	18688
1198	5894	18685
1199	5899	18680
1200	5903	18675
1201	5909	18671
1202	5913	18664
1203	5918	18658
1204	5922	18652
1205	5927	18647
1206	5932	18641
1207	5936	18635
1208	5941	18629
1209	5945	18623
1210	5950	18618
1211	5955	18613
1212	5960	18608
1213	5965	18602
1214	5969	18596
1215	5974	18591
1216	5979	18587
1217	5984	18581
1218	5988	18575
1219	5993	18570
1220	5998	18564
1221	6002	18558
1222	6007	18552
1223	6012	18547
1224	6016	18541
1225	6021	18535
1226	6026	18530
1227	6030	18524
1228	6035	18518
1229	6040	18512
1230	6044	18507
1231	6049	18502
1232	6054	18496
1233	6059	18491
1234	6063	18485
1235	6068	18479
1236	6073	18475
1237	6078	18470
1238	6082	18464
1239	6087	18458
1240	6092	18453
1241	6097	18448
1242	6101	18442
1243	6106	18438
1244	6111	18433
1245	6116	18427
1246	6120	18421
1247	6125	18416
1248	6130	18410
1249	6134	18404
1250	6139	18399
1251	6144	18394
1252	6149	18389
1253	6154	18384
1254	6159	18379
1255	6163	18373
1256	6168	18367
1257	6173	18363
1258	6178	18358
1259	6182	18352
1260	6187	18346
1261	6192	18340
1262	6196	18334
1263	6201	18328
1264	6205	18322
1265	6210	18316
1266	6214	18311
1267	6219	18305
1268	6224	18300
1269	6228	18294
1270	6233	18288
1271	6238	18282
1272	6242	18276
1273	6247	18271
1274	6251	18265
1275	6256	18260
1276	6261	18254
1277	6266	18249
1278	6270	18242
1279	6275	18236
1280	6279	18231
1281	6284	18225
1282	6288	18219
1283	6293	18213
1284	6298	18208
1285	6302	18201
1286	6307	18196
1287	6311	18190
1288	6316	18184
1289	6320	18178
1290	6325	18172
1291	6329	18166
1292	6334	18161
1293	6339	18155
1294	6343	18148
1295	6348	18142
1296	6352	18137
1297	6357	18131
1298	6362	18128
1299	6368	18124
1300	6373	18121
1301	6379	18118
1302	6384	18114
1303	6389	18110
1304	6394	18106
1305	6399	18101
1306	6404	18097
1307	6410	18093
1308	6415	18089
1309	6420	18086
1310	6426	18082
1311	6431	18077
1312	6436	18073
1313	6441	18068
1314	6445	18063
1315	6450	18057
1316	6455	18052
1317	6460	18047
1318	6464	18041
1319	6469	18035
1320	6473	18030
1321	6478	18024
1322	6482	18017
1323	6487	18011
1324	6491	18005
1325	6496	17999
1326	6500	17993
1327	6505	17988
1328	6510	17982
1329	6514	17976
1330	6519	17970
1331	6523	17964
1332	6528	17959
1333	6532	17953
1334	6537	17947
1335	6542	17941
1336	6546	17935
1337	6551	17929
1338	6555	17924
1339	6560	17919
1340	6565	17913
1341	6569	17907
1342	6574	17902
1343	6579	17897
1344	6583	17891
1345	6588	17886
1346	6593	17881
1347	6598	17875
1348	6602	17869
1349	6607	17864
1350	6611	17857
1351	6616	17851
1352	6620	17846
1353	6625	17840
1354	6630	17835
1355	6634	17829
1356	6639	17823
1357	6643	17818
1358	6648	17812
1359	6653	17806
1360	6657	17800
1361	6662	17795
1362	6666	17789
1363	6671	17783
1364	6675	17777
1365	6680	17771
1366	6685	17766
1367	6689	17760
1368	6694	17755
1369	6698	17749
1370	6703	17743
1371	6707	17737
1372	6712	17731
1373	6716	17726
1374	6721	17720
1375	6725	17714
1376	6730	17708
1377	6734	17702
1378	6739	17696
1379	6744	17691
1380	6748	17685
1381	6753	17679
1382	6757	17673
1383	6762	17667
1384	6766	17660
1385	6771	17655
1386	6775	17649
1387	6780	17643
1388	6784	17638
1389	6789	17632
1390	6793	17626
1391	6798	17621
1392	6803	17615
1393	6807	17610
1394	6812	17604
1395	6816	17598
1396	6821	17592
1397	6825	17586
1398	6829	17580
1399	6834	17574
1400	6839	17568
1401	6843	17563
1402	6848	17557
1403	6852	17552
1404	6857	17546
1405	6862	17540
1406	6866	17535
1407	6871	17529
1408	6875	17523
1409	6880	17517
1410	6884	17511
1411	6889	17506
1412	6893	17500
1413	6898	17494
1414	6902	17488
1415	6907	17482
1416	6911	17477
1417	6916	17471
1418	6921	17466
1419	6925	17461
1420	6931	17457
1421	6936	17453
1422	6941	17449
1423	6947	17445
1424	6952	17441
1425	6957	17438
1426	6962	17433
1427	6967	17429
1428	6972	17424
1429	6977	17419
1430	6982	17414
1431	6988	17411
1432	6992	17406
1433	6998	17402
1434	7003	17398
1435	7008	17393
1436	7013	17389
1437	7018	17384
1438	7022	17379
1439	7027	17373
1440	7032	17368
1441	7037	17363
1442	7042	17358
1443	7047	17354
1444	7052	17350
1445	7057	17345
1446	7062	17340
1447	7067	17336
1448	7072	17331
1449	7076	17325
1450	7081	17320
1451	7085	17314
1452	7090	17309
1453	7095	17303
1454	7099	17297
1455	7104	17292
1456	7108	17286
1457	7113	17281
1458	7118	17275
1459	7122	17270
1460	7127	17265
1461	7132	17259
1462	7136	17254
1463	7141	17248
1464	7145	17242
1465	7150	17237
1466	7154	17231
1467	7159	17225
1468	7163	17219
1469	7168	17214
1470	7173	17208
1471	7177	17202
1472	7182	17197
1473	7186	17191
1474	7191	17185
1475	7195	17180
1476	7200	17174
1477	7205	17169
1478	7209	17163
1479	7214	17158
1480	7218	17151
1481	7223	17146
1482	7227	17140
1483	7232	17135
1484	7236	17129
1485	7241	17123
1486	7245	17118
1487	7250	17112
1488	7255	17107
1489	7259	17102
1490	7264	17096
1491	7269	17091
1492	7273	17085
1493	7278	17080
1494	7283	17074
1495	7287	17069
1496	7292	17063
1497	7296	17058
1498	7301	17052
1499	7305	17047
1500	7310	17042
1501	7315	17037
1502	7320	17031
1503	7324	17026
1504	7329	17021
1505	7334	17015
1506	7338	17010
1507	7343	17005
1508	7348	16999
1509	7353	16994
1510	7357	16989
1511	7362	16983
1512	7366	16978
1513	7371	16972
1514	7375	16966
1515	7380	16961
1516	7385	16956
1517	7389	16950
1518	7394	16945
1519	7398	16939
1520	7403	16934
1521	7408	16928
1522	7412	16923
1523	7417	16917
1524	7421	16912
1525	7426	16906
1526	7430	16900
1527	7435	16895
1528	7440	16889
1529	7444	16884
1530	7449	16878
1531	7453	16873
1532	7458	16867
1533	7463	16862
1534	7467	16857
1535	7472	16851
1536	7476	16845
1537	7481	16839
1538	7485	16834
1539	7490	16828
1540	7495	16823
1541	7500	16820
1542	7505	16816
1543	7511	16813
1544	7517	16810
1545	7522	16807
1546	7528	16804
1547	7534	16800
1548	7539	16796
1549	7544	16791
1550	7549	16787
1551	7554	16783
1552	7559	16778
1553	7564	16774
1554	7569	16770
1555	7574	16765
1556	7579	16761
1557	7584	16755
1558	7589	16750
1559	7594	16745
1560	7598	16740
1561	7603	16735
1562	7608	16730
1563	7613	16725
1564	7617	16719
1565	7622	16714
1566	7626	16709
1567	7631	16704
1568	7636	16699
1569	7641	16693
1570	7645	16688
1571	7650	16683
1572	7655	16677
1573	7659	16672
1574	7664	16668
1575	7669	16662
1576	7674	16657
1577	7678	16651
1578	7683	16645
1579	7687	16640
1580	7692	16634
1581	7696	16629
1582	7701	16623
1583	7705	16618
1584	7710	16612
1585	7715	16607
1586	7719	16601
1587	7724	16596
1588	7728	16591
1589	7733	16585
1590	7738	16580
1591	7742	16575
1592	7747	16570
1593	7752	16564
1594	7756	16559
1595	7761	16553
1596	7766	16548
1597	7770	16543
1598	7775	16537
1599	7779	16531
1600	7784	16526
1601	7788	16521
1602	7793	16515
1603	7797	16509
1604	7802	16504
1605	7807	16499
1606	7811	16493
1607	7816	16489
1608	7821	16483
1609	7826	16478
1610	7830	16473
1611	7835	16467
1612	7839	16462
1613	7844	16457
1614	7849	16451
1615	7853	16445
1616	7858	16440
1617	7862	16435
1618	7867	16429
1619	7871	16424
1620	7876	16418
1621	7880	16412
1622	7885	16407
1623	7889	16401
1624	7894	16396
1625	7899	16391
1626	7903	16385
1627	7908	16379
1628	7912	16374
1629	7917	16369
1630	7921	16363
1631	7926	16357
1632	7930	16352
1633	7935	16346
1634	7939	16341
1635	7944	16335
1636	7948	16329
1637	7953	16324
1638	7957	16318
1639	7962	16313
1640	7966	16307
1641	7971	16301
1642	7975	16296
1643	7980	16290
1644	7985	16286
1645	7990	16281
1646	7995	16276
1647	8000	16272
1648	8005	16268
1649	8010	16263
1650	8015	16258
1651	8019	16253
1652	8024	16248
1653	8029	16243
1654	8033	16237
1655	8038	16232
1656	8043	16227
1657	8047	16222
1658	8052	16216
1659	8057	16211
1660	8062	16206
1661	8066	16201
1662	8071	16195
1663	8075	16190
1664	8080	16185
1665	8085	16180
1666	8089	16175
1667	8094	16169
1668	8098	16163
1669	8103	16158
1670	8108	16153
1671	8112	16147
1672	8117	16142
1673	8121	16136
1674	8126	16131
1675	8131	16126
1676	8135	16120
1677	8140	16115
1678	8144	16110
1679	8149	16104
1680	8153	16099
1681	8158	16094
1682	8163	16088
1683	8167	16083
