iter	Passed	Remaining
1684	8172	16078
1685	8177	16072
1686	8181	16067
1687	8186	16061
1688	8190	16056
1689	8195	16050
1690	8199	16045
1691	8204	16039
1692	8208	16034
1693	8213	16028
1694	8217	16023
1695	8222	16018
1696	8226	16012
1697	8231	16007
1698	8235	16001
1699	8240	15996
1700	8245	15990
1701	8249	15985
1702	8254	15980
1703	8259	15976
1704	8264	15972
1705	8270	15968
1706	8275	15965
1707	8281	15961
1708	8286	15957
1709	8291	15952
1710	8296	15947
1711	8301	15942
1712	8306	15938
1713	8311	15933
1714	8316	15930
1715	8321	15925
1716	8326	15921
1717	8331	15916
1718	8336	15912
1719	8341	15906
1720	8346	15901
1721	8350	15896
1722	8355	15891
1723	8360	15886
1724	8364	15881
1725	8369	15875
1726	8374	15870
1727	8378	15865
1728	8383	15860
1729	8388	15854
1730	8392	15848
1731	8396	15843
1732	8401	15837
1733	8405	15832
1734	8410	15827
1735	8414	15821
1736	8419	15816
1737	8424	15810
1738	8428	15805
1739	8433	15800
1740	8437	15794
1741	8442	15789
1742	8447	15784
1743	8452	15779
1744	8457	15775
1745	8461	15770
1746	8466	15765
1747	8471	15759
1748	8475	15754
1749	8480	15749
1750	8484	15743
1751	8489	15738
1752	8493	15732
1753	8498	15727
1754	8503	15722
1755	8507	15717
1756	8512	15712
1757	8517	15706
1758	8521	15701
1759	8526	15696
1760	8531	15691
1761	8536	15686
1762	8540	15681
1763	8545	15675
1764	8549	15670
1765	8554	15665
1766	8558	15659
1767	8563	15654
1768	8568	15649
1769	8572	15643
1770	8576	15638
1771	8581	15632
1772	8586	15627
1773	8590	15622
1774	8595	15616
1775	8599	15611
1776	8604	15605
1777	8608	15600
1778	8613	15594
1779	8617	15589
1780	8622	15584
1781	8627	15579
1782	8631	15573
1783	8636	15568
1784	8641	15563
1785	8645	15558
1786	8650	15552
1787	8654	15547
1788	8659	15542
1789	8663	15536
1790	8668	15531
1791	8673	15526
1792	8677	15520
1793	8682	15515
1794	8686	15510
1795	8691	15505
1796	8695	15499
1797	8700	15493
1798	8704	15488
1799	8709	15483
1800	8713	15477
1801	8718	15472
1802	8723	15467
1803	8727	15462
1804	8732	15457
1805	8737	15452
1806	8741	15447
1807	8746	15442
1808	8751	15438
1809	8757	15434
1810	8762	15429
1811	8767	15426
1812	8773	15421
1813	8778	15417
1814	8782	15412
1815	8787	15407
1816	8792	15403
1817	8797	15398
1818	8802	15394
1819	8808	15390
1820	8813	15385
1821	8818	15381
1822	8823	15377
1823	8828	15372
1824	8833	15368
1825	8838	15363
1826	8843	15358
1827	8847	15352
1828	8852	15348
1829	8857	15343
1830	8862	15338
1831	8866	15333
1832	8871	15328
1833	8876	15323
1834	8880	15317
1835	8885	15312
1836	8890	15307
1837	8894	15302
1838	8899	15296
1839	8903	15291
1840	8908	15286
1841	8913	15281
1842	8918	15276
1843	8923	15272
1844	8928	15267
1845	8932	15262
1846	8938	15258
1847	8942	15253
1848	8947	15248
1849	8952	15242
1850	8956	15237
1851	8961	15232
1852	8966	15227
1853	8970	15221
1854	8975	15216
1855	8979	15210
1856	8984	15205
1857	8988	15200
1858	8993	15195
1859	8997	15189
1860	9002	15184
1861	9006	15179
1862	9011	15173
1863	9016	15168
1864	9020	15163
1865	9024	15157
1866	9029	15151
1867	9034	15146
1868	9038	15141
1869	9043	15136
1870	9047	15131
1871	9052	15126
1872	9057	15120
1873	9061	15115
1874	9066	15110
1875	9070	15105
1876	9075	15099
1877	9080	15094
1878	9084	15089
1879	9089	15084
1880	9093	15079
1881	9098	15074
1882	9102	15068
1883	9107	15063
1884	9111	15057
1885	9116	15052
1886	9120	15046
1887	9125	15041
1888	9129	15035
1889	9134	15030
1890	9138	15025
1891	9143	15020
1892	9148	15014
1893	9152	15009
1894	9157	15004
1895	9161	14998
1896	9166	14993
1897	9170	14988
1898	9175	14982
1899	9179	14977
1900	9184	14972
1901	9188	14966
1902	9193	14961
1903	9197	14956
1904	9202	14950
1905	9207	14945
1906	9211	14940
1907	9216	14935
1908	9220	14929
1909	9225	14924
1910	9229	14919
1911	9234	14914
1912	9238	14908
1913	9243	14903
1914	9247	14898
1915	9252	14892
1916	9256	14887
1917	9261	14881
1918	9265	14876
1919	9270	14871
1920	9274	14865
1921	9279	14860
1922	9283	14855
1923	9288	14849
1924	9292	14844
1925	9297	14839
1926	9301	14833
1927	9306	14828
1928	9310	14823
1929	9315	14818
1930	9321	14814
1931	9326	14809
1932	9331	14805
1933	9336	14801
1934	9342	14797
1935	9347	14793
1936	9351	14788
1937	9356	14783
1938	9361	14778
1939	9366	14774
1940	9372	14770
1941	9377	14766
1942	9382	14762
1943	9388	14758
1944	9393	14754
1945	9399	14751
1946	9404	14746
1947	9409	14741
1948	9413	14736
1949	9418	14731
1950	9423	14726
1951	9427	14721
1952	9432	14716
1953	9437	14710
1954	9441	14705
1955	9446	14700
1956	9450	14695
1957	9455	14690
1958	9459	14684
1959	9464	14679
1960	9468	14674
1961	9473	14668
1962	9477	14663
1963	9482	14658
1964	9487	14652
1965	9491	14647
1966	9495	14642
1967	9500	14637
1968	9505	14631
1969	9509	14626
1970	9514	14621
1971	9518	14616
1972	9523	14610
1973	9527	14605
1974	9532	14600
1975	9537	14595
1976	9541	14589
1977	9545	14584
1978	9550	14578
1979	9554	14573
1980	9559	14568
1981	9563	14562
1982	9568	14557
1983	9572	14552
1984	9577	14546
1985	9581	14541
1986	9586	14536
1987	9590	14530
1988	9595	14525
1989	9599	14520
1990	9604	14515
1991	9608	14509
1992	9613	14504
1993	9617	14498
1994	9622	14493
1995	9626	14488
1996	9631	14482
1997	9635	14477
1998	9640	14472
1999	9644	14467
2000	9649	14462
2001	9654	14456
2002	9658	14452
2003	9663	14446
2004	9667	14441
2005	9672	14436
2006	9677	14431
2007	9681	14426
2008	9686	14420
2009	9690	14415
2010	9695	14410
2011	9699	14405
2012	9704	14400
2013	9708	14394
2014	9713	14389
2015	9717	14383
2016	9722	14378
2017	9727	14373
2018	9731	14368
2019	9736	14363
2020	9741	14358
2021	9745	14353
2022	9750	14348
2023	9754	14342
2024	9759	14337
2025	9763	14332
2026	9768	14326
2027	9772	14321
2028	9777	14316
2029	9781	14310
2030	9786	14305
2031	9790	14300
2032	9795	14295
2033	9799	14290
2034	9804	14285
2035	9808	14279
2036	9813	14274
2037	9818	14269
2038	9822	14264
2039	9827	14259
2040	9832	14254
2041	9836	14249
2042	9840	14243
2043	9845	14238
2044	9850	14233
2045	9854	14228
2046	9859	14223
2047	9864	14219
2048	9869	14214
2049	9875	14210
2050	9879	14205
2051	9884	14200
2052	9890	14197
2053	9895	14193
2054	9901	14189
2055	9906	14185
2056	9911	14181
2057	9917	14176
2058	9922	14172
2059	9926	14167
2060	9931	14162
2061	9936	14157
2062	9941	14153
2063	9946	14148
2064	9951	14144
2065	9956	14139
2066	9961	14135
2067	9966	14130
2068	9971	14125
2069	9975	14120
2070	9980	14115
2071	9985	14110
2072	9990	14105
2073	9994	14100
2074	9999	14095
2075	10003	14089
2076	10008	14084
2077	10012	14079
2078	10017	14074
2079	10021	14068
2080	10026	14063
2081	10030	14058
2082	10035	14053
2083	10039	14048
2084	10044	14043
2085	10049	14038
2086	10053	14033
2087	10058	14028
2088	10063	14023
2089	10067	14018
2090	10072	14012
2091	10076	14007
2092	10081	14002
2093	10086	13997
2094	10090	13991
2095	10095	13986
2096	10099	13981
2097	10104	13976
2098	10108	13971
2099	10113	13965
2100	10117	13960
2101	10122	13955
2102	10127	13950
2103	10131	13945
2104	10136	13940
2105	10140	13935
2106	10145	13930
2107	10150	13925
2108	10154	13920
2109	10159	13914
2110	10163	13909
2111	10168	13904
2112	10172	13899
2113	10177	13893
2114	10181	13888
2115	10186	13883
2116	10190	13878
2117	10195	13872
2118	10199	13867
2119	10204	13862
2120	10209	13857
2121	10213	13852
2122	10218	13847
2123	10222	13841
2124	10227	13836
2125	10231	13831
2126	10236	13826
2127	10241	13821
2128	10245	13816
2129	10249	13810
2130	10254	13805
2131	10258	13800
2132	10263	13795
2133	10268	13790
2134	10272	13785
2135	10277	13779
2136	10281	13774
2137	10286	13769
2138	10290	13764
2139	10295	13758
2140	10299	13753
2141	10304	13748
2142	10308	13743
2143	10313	13738
2144	10317	13733
2145	10322	13728
2146	10328	13724
2147	10333	13719
2148	10337	13714
2149	10343	13710
2150	10347	13705
2151	10352	13700
2152	10357	13695
2153	10361	13690
2154	10366	13685
2155	10370	13680
2156	10375	13675
2157	10380	13670
2158	10384	13664
2159	10389	13659
2160	10393	13654
2161	10398	13649
2162	10402	13644
2163	10407	13639
2164	10411	13633
2165	10416	13628
2166	10420	13623
2167	10425	13618
2168	10429	13613
2169	10434	13608
2170	10439	13602
2171	10443	13597
2172	10448	13592
2173	10452	13587
2174	10457	13583
2175	10463	13579
2176	10468	13575
2177	10474	13571
2178	10479	13567
2179	10484	13562
2180	10489	13558
2181	10494	13553
2182	10499	13549
2183	10504	13544
2184	10510	13540
2185	10515	13536
2186	10520	13531
2187	10525	13527
2188	10530	13523
2189	10535	13518
2190	10540	13513
2191	10545	13508
2192	10549	13503
2193	10554	13498
2194	10559	13493
2195	10564	13488
2196	10568	13483
2197	10573	13478
2198	10577	13473
2199	10582	13468
2200	10586	13462
2201	10591	13458
2202	10596	13453
2203	10600	13448
2204	10605	13442
2205	10609	13437
2206	10614	13432
2207	10618	13427
2208	10623	13422
2209	10628	13417
2210	10632	13412
2211	10637	13407
2212	10641	13402
2213	10646	13397
2214	10650	13391
2215	10655	13386
2216	10660	13381
2217	10664	13376
2218	10668	13370
2219	10673	13365
2220	10677	13360
2221	10682	13355
2222	10686	13350
2223	10691	13345
2224	10696	13340
2225	10700	13334
2226	10705	13329
2227	10709	13324
2228	10713	13318
2229	10718	13313
2230	10722	13308
2231	10727	13303
2232	10731	13298
2233	10736	13293
2234	10740	13288
2235	10745	13282
2236	10750	13277
2237	10754	13272
2238	10759	13267
2239	10763	13262
2240	10768	13257
2241	10772	13251
2242	10777	13247
2243	10781	13241
2244	10786	13236
2245	10791	13232
2246	10796	13227
2247	10801	13222
2248	10805	13217
2249	10810	13213
2250	10815	13208
2251	10820	13203
2252	10824	13198
2253	10828	13192
2254	10833	13187
2255	10837	13182
2256	10842	13177
2257	10847	13172
2258	10851	13167
2259	10856	13161
2260	10860	13156
2261	10865	13151
2262	10870	13146
2263	10874	13141
2264	10879	13136
2265	10883	13131
2266	10888	13126
2267	10893	13121
2268	10897	13116
2269	10902	13111
2270	10907	13106
2271	10911	13101
2272	10916	13096
2273	10920	13091
2274	10925	13086
2275	10929	13081
2276	10933	13075
2277	10938	13070
2278	10943	13065
2279	10947	13060
2280	10952	13055
2281	10957	13050
2282	10961	13045
2283	10966	13040
2284	10970	13035
2285	10975	13030
2286	10979	13024
2287	10984	13019
2288	10988	13014
2289	10993	13009
2290	10997	13004
2291	11002	12999
2292	11007	12994
2293	11011	12989
2294	11016	12984
2295	11020	12978
2296	11025	12974
2297	11031	12970
2298	11036	12966
2299	11041	12962
2300	11047	12958
2301	11052	12954
2302	11057	12949
2303	11062	12944
2304	11067	12940
2305	11072	12935
2306	11077	12931
2307	11082	12926
2308	11088	12922
2309	11093	12918
2310	11098	12913
2311	11102	12908
2312	11107	12903
2313	11112	12898
2314	11116	12893
2315	11121	12888
2316	11126	12883
2317	11131	12878
2318	11135	12873
2319	11140	12868
2320	11144	12863
2321	11149	12858
2322	11154	12854
2323	11159	12849
2324	11164	12845
2325	11169	12840
2326	11173	12835
2327	11178	12830
2328	11183	12825
2329	11187	12820
2330	11192	12815
2331	11196	12810
2332	11201	12804
2333	11205	12799
2334	11210	12795
2335	11215	12790
2336	11220	12785
2337	11224	12779
2338	11228	12774
2339	11233	12769
2340	11238	12764
2341	11242	12759
2342	11247	12754
2343	11252	12749
2344	11257	12745
2345	11262	12740
2346	11267	12736
2347	11272	12732
2348	11277	12727
2349	11282	12722
2350	11286	12717
2351	11291	12712
2352	11295	12707
2353	11300	12701
2354	11304	12696
2355	11309	12691
2356	11314	12687
2357	11318	12682
2358	11323	12676
2359	11327	12671
2360	11332	12666
2361	11337	12662
2362	11341	12656
2363	11346	12651
2364	11350	12646
2365	11355	12641
2366	11359	12636
2367	11364	12631
2368	11369	12626
2369	11373	12621
2370	11378	12616
2371	11382	12611
2372	11387	12606
2373	11391	12601
2374	11396	12596
2375	11401	12591
2376	11405	12586
2377	11410	12580
2378	11414	12575
2379	11419	12570
2380	11423	12565
2381	11428	12560
2382	11432	12555
2383	11437	12550
2384	11441	12544
2385	11446	12540
2386	11450	12534
2387	11455	12529
2388	11460	12524
2389	11464	12519
2390	11468	12514
2391	11473	12509
2392	11477	12504
2393	11482	12498
2394	11486	12493
2395	11491	12488
2396	11495	12483
2397	11500	12478
2398	11504	12473
2399	11508	12468
2400	11513	12462
2401	11518	12458
2402	11522	12453
2403	11527	12447
2404	11531	12442
2405	11536	12437
2406	11540	12432
2407	11545	12427
2408	11549	12422
2409	11554	12417
2410	11558	12412
2411	11563	12407
2412	11567	12402
2413	11572	12396
2414	11576	12391
2415	11581	12386
2416	11585	12381
2417	11590	12376
2418	11595	12371
2419	11600	12367
2420	11605	12363
2421	11611	12358
2422	11616	12354
2423	11621	12350
2424	11626	12345
2425	11631	12341
2426	11636	12336
2427	11641	12331
2428	11646	12327
2429	11651	12323
2430	11657	12318
2431	11662	12314
2432	11667	12309
2433	11672	12305
2434	11676	12300
2435	11681	12295
2436	11686	12290
2437	11690	12285
2438	11695	12280
2439	11699	12275
2440	11704	12270
2441	11709	12265
2442	11713	12260
2443	11718	12255
2444	11723	12251
2445	11728	12246
2446	11733	12241
2447	11738	12236
2448	11742	12231
2449	11747	12227
2450	11752	12222
2451	11756	12216
2452	11761	12211
2453	11765	12206
2454	11770	12201
2455	11774	12196
2456	11779	12191
2457	11783	12186
2458	11788	12181
2459	11792	12176
2460	11797	12171
2461	11802	12166
2462	11806	12161
2463	11810	12156
2464	11815	12150
2465	11819	12145
2466	11824	12140
2467	11828	12135
2468	11833	12130
2469	11838	12125
2470	11842	12120
2471	11847	12115
2472	11851	12110
2473	11856	12105
2474	11861	12100
2475	11865	12095
2476	11870	12090
2477	11874	12085
2478	11879	12080
2479	11883	12075
2480	11888	12070
2481	11892	12065
2482	11897	12060
2483	11901	12055
2484	11905	12049
2485	11910	12044
2486	11914	12039
2487	11919	12034
2488	11923	12029
2489	11928	12024
2490	11933	12019
2491	11937	12014
2492	11941	12008
2493	11946	12003
2494	11950	11998
2495	11955	11993
2496	11959	11988
2497	11964	11983
2498	11968	11978
2499	11973	11973
2500	11977	11968
2501	11982	11963
2502	11986	11958
2503	11991	11952
2504	11995	11947
2505	12000	11942
2506	12004	11937
2507	12009	11932
2508	12013	11927
2509	12018	11922
2510	12022	11917
2511	12027	11912
2512	12031	11907
2513	12036	11902
2514	12040	11897
2515	12045	11892
2516	12049	11887
2517	12054	11882
2518	12058	11876
2519	12063	11871
2520	12067	11866
2521	12072	11861
2522	12076	11856
2523	12081	11851
2524	12085	11846
2525	12090	11841
2526	12094	11836
2527	12099	11831
2528	12103	11826
2529	12108	11821
2530	12112	11816
2531	12117	11811
2532	12122	11806
2533	12126	11801
2534	12130	11796
2535	12135	11790
2536	12139	11785
2537	12144	11780
2538	12148	11775
2539	12153	11770
2540	12158	11765
2541	12163	11761
2542	12168	11757
2543	12174	11752
2544	12179	11749
2545	12185	11745
2546	12191	11741
2547	12196	11736
2548	12201	11732
2549	12207	11728
2550	12213	11724
2551	12218	11720
2552	12223	11715
2553	12228	11711
2554	12233	11706
2555	12238	11702
2556	12243	11697
2557	12247	11692
2558	12252	11687
2559	12257	11682
2560	12261	11677
2561	12266	11672
2562	12270	11667
2563	12275	11662
2564	12279	11657
2565	12284	11652
2566	12288	11647
2567	12293	11642
2568	12297	11637
2569	12302	11631
2570	12306	11626
2571	12311	11621
2572	12315	11616
2573	12320	11611
2574	12324	11606
2575	12329	11601
2576	12333	11596
2577	12338	11591
2578	12342	11586
2579	12347	11581
2580	12352	11576
2581	12356	11571
2582	12361	11566
2583	12365	11561
2584	12370	11556
2585	12374	11551
2586	12379	11546
2587	12383	11541
2588	12388	11536
2589	12392	11531
2590	12397	11526
2591	12401	11521
2592	12406	11516
2593	12411	11511
2594	12415	11506
2595	12420	11501
2596	12424	11496
2597	12429	11491
2598	12433	11486
2599	12438	11481
2600	12443	11476
2601	12447	11471
2602	12452	11466
2603	12456	11461
2604	12461	11456
2605	12465	11451
2606	12470	11446
2607	12474	11441
2608	12479	11436
2609	12483	11431
2610	12488	11426
2611	12492	11421
2612	12497	11416
2613	12502	11411
2614	12506	11406
2615	12510	11401
2616	12515	11396
2617	12519	11391
2618	12524	11386
2619	12528	11381
2620	12533	11376
2621	12537	11371
2622	12542	11366
2623	12546	11360
2624	12551	11356
2625	12555	11351
2626	12560	11346
2627	12565	11341
2628	12569	11336
2629	12574	11331
2630	12578	11326
2631	12583	11321
2632	12588	11316
2633	12592	11311
2634	12597	11306
2635	12601	11301
2636	12606	11296
2637	12610	11291
2638	12615	11286
2639	12619	11281
2640	12624	11276
2641	12629	11271
2642	12633	11266
2643	12638	11261
2644	12642	11256
2645	12647	11251
2646	12652	11247
2647	12658	11243
2648	12662	11238
2649	12667	11233
2650	12672	11229
2651	12677	11224
2652	12681	11218
2653	12686	11213
2654	12690	11208
2655	12695	11204
2656	12699	11199
2657	12704	11194
2658	12709	11189
2659	12713	11184
2660	12718	11179
2661	12722	11174
2662	12727	11169
2663	12731	11164
2664	12736	11159
2665	12741	11154
2666	12745	11149
2667	12750	11144
2668	12754	11139
2669	12759	11134
2670	12763	11129
2671	12768	11124
2672	12772	11119
2673	12777	11114
2674	12781	11109
2675	12786	11104
2676	12790	11099
2677	12795	11094
2678	12799	11089
2679	12804	11084
2680	12808	11079
2681	12813	11074
2682	12818	11069
2683	12822	11064
2684	12827	11059
2685	12831	11054
2686	12836	11049
2687	12840	11044
2688	12845	11039
2689	12850	11034
2690	12854	11029
2691	12859	11024
2692	12863	11019
2693	12867	11014
2694	12872	11009
2695	12876	11004
2696	12881	10999
2697	12886	10994
2698	12890	10989
2699	12895	10984
2700	12899	10979
2701	12904	10974
2702	12908	10969
2703	12913	10965
2704	12918	10960
2705	12923	10955
2706	12928	10951
2707	12934	10947
2708	12939	10942
2709	12944	10938
2710	12949	10933
2711	12954	10928
2712	12959	10924
2713	12964	10919
2714	12969	10915
2715	12974	10910
2716	12979	10906
2717	12984	10901
2718	12989	10896
2719	12993	10891
2720	12998	10886
2721	13003	10882
2722	13007	10877
2723	13012	10872
2724	13016	10867
2725	13021	10862
2726	13025	10857
2727	13030	10852
2728	13035	10847
2729	13039	10842
2730	13044	10837
2731	13048	10832
2732	13053	10827
2733	13057	10822
2734	13062	10817
2735	13067	10813
2736	13071	10808
2737	13076	10803
2738	13080	10798
2739	13085	10793
2740	13089	10788
2741	13094	10783
2742	13099	10778
2743	13104	10773
2744	13109	10769
2745	13114	10764
2746	13119	10759
2747	13123	10755
2748	13128	10750
2749	13133	10745
2750	13137	10740
2751	13142	10735
2752	13147	10730
2753	13151	10725
2754	13156	10720
2755	13160	10715
2756	13165	10710
2757	13169	10705
2758	13174	10700
2759	13178	10695
2760	13182	10690
2761	13187	10685
2762	13191	10680
2763	13196	10675
2764	13200	10670
2765	13205	10665
2766	13209	10660
2767	13214	10655
2768	13218	10650
2769	13223	10645
2770	13227	10640
2771	13232	10635
2772	13236	10630
2773	13240	10625
2774	13245	10620
2775	13249	10615
2776	13254	10610
2777	13258	10605
2778	13263	10600
2779	13267	10595
2780	13272	10590
2781	13277	10585
2782	13281	10580
2783	13286	10575
2784	13290	10570
2785	13295	10565
2786	13299	10560
2787	13304	10555
2788	13308	10550
2789	13313	10545
2790	13318	10541
2791	13322	10536
2792	13327	10530
2793	13331	10526
2794	13336	10521
2795	13340	10515
2796	13344	10510
2797	13349	10506
2798	13354	10500
2799	13358	10495
2800	13362	10490
2801	13367	10486
2802	13372	10481
2803	13376	10476
2804	13381	10471
2805	13385	10466
2806	13390	10461
2807	13394	10456
2808	13399	10451
2809	13404	10447
2810	13410	10442
2811	13415	10438
2812	13420	10434
2813	13425	10429
2814	13430	10425
2815	13435	10420
2816	13440	10415
2817	13445	10411
2818	13450	10406
2819	13455	10402
2820	13460	10397
2821	13466	10393
2822	13470	10388
2823	13475	10383
2824	13480	10378
2825	13484	10373
2826	13489	10368
2827	13494	10364
2828	13498	10359
2829	13503	10354
2830	13507	10349
2831	13512	10344
2832	13516	10339
2833	13521	10334
2834	13526	10329
2835	13530	10324
2836	13535	10319
2837	13539	10314
2838	13544	10309
2839	13548	10304
2840	13553	10299
2841	13558	10295
2842	13563	10290
2843	13567	10285
2844	13573	10281
2845	13578	10276
2846	13583	10272
2847	13588	10267
2848	13593	10262
2849	13598	10258
2850	13602	10253
2851	13607	10248
2852	13611	10243
2853	13616	10238
2854	13620	10233
2855	13625	10228
2856	13629	10223
2857	13634	10218
2858	13639	10213
2859	13643	10209
2860	13648	10204
2861	13652	10199
2862	13657	10194
2863	13661	10189
2864	13666	10184
2865	13670	10179
2866	13675	10174
2867	13679	10169
2868	13684	10164
2869	13688	10159
2870	13693	10154
2871	13697	10149
2872	13702	10144
2873	13706	10139
2874	13711	10134
2875	13716	10129
2876	13720	10124
2877	13725	10120
2878	13730	10115
2879	13734	10110
2880	13739	10105
2881	13744	10100
2882	13748	10095
2883	13753	10090
2884	13757	10085
2885	13762	10080
2886	13766	10075
2887	13771	10071
2888	13775	10066
2889	13780	10061
2890	13784	10056
2891	13789	10051
2892	13793	10046
2893	13798	10041
2894	13803	10036
2895	13807	10031
2896	13811	10026
2897	13816	10021
2898	13820	10016
2899	13825	10011
2900	13830	10006
2901	13834	10001
2902	13839	9996
2903	13843	9992
2904	13848	9987
2905	13852	9982
2906	13857	9977
2907	13861	9972
2908	13866	9967
2909	13870	9962
2910	13875	9957
2911	13880	9952
2912	13884	9947
2913	13889	9942
2914	13893	9937
2915	13898	9932
2916	13902	9927
2917	13907	9922
2918	13911	9917
2919	13916	9912
2920	13920	9908
2921	13925	9903
2922	13930	9898
2923	13934	9893
2924	13939	9888
2925	13943	9883
2926	13948	9878
2927	13952	9873
2928	13957	9868
2929	13962	9864
2930	13966	9859
2931	13972	9854
2932	13977	9850
2933	13982	9845
2934	13987	9841
2935	13992	9836
2936	13997	9832
2937	14002	9827
2938	14007	9823
2939	14012	9818
2940	14017	9813
2941	14023	9809
2942	14028	9805
2943	14034	9800
2944	14039	9796
2945	14044	9792
2946	14049	9787
2947	14054	9783
2948	14059	9778
2949	14064	9773
2950	14069	9768
2951	14073	9764
2952	14078	9759
2953	14083	9754
2954	14087	9749
2955	14092	9744
2956	14097	9739
2957	14101	9734
2958	14105	9729
2959	14110	9724
2960	14114	9719
2961	14119	9714
2962	14123	9709
2963	14128	9704
2964	14132	9699
2965	14137	9694
2966	14141	9689
2967	14145	9684
2968	14150	9679
2969	14155	9674
2970	14159	9670
2971	14164	9665
2972	14168	9660
2973	14173	9655
2974	14177	9650
2975	14182	9645
2976	14186	9640
2977	14191	9635
2978	14196	9630
2979	14200	9625
2980	14205	9620
2981	14209	9616
2982	14214	9611
2983	14218	9606
2984	14223	9601
2985	14227	9596
2986	14232	9591
2987	14236	9586
2988	14241	9581
2989	14245	9576
2990	14250	9571
2991	14254	9566
2992	14259	9561
2993	14263	9556
2994	14267	9551
2995	14272	9546
2996	14276	9541
2997	14281	9536
2998	14285	9531
2999	14290	9526
3000	14294	9521
3001	14299	9517
3002	14303	9512
3003	14308	9507
3004	14313	9502
3005	14317	9497
3006	14322	9492
3007	14326	9487
3008	14331	9482
3009	14335	9477
3010	14340	9473
3011	14345	9468
3012	14349	9463
3013	14353	9458
3014	14358	9453
3015	14362	9448
3016	14367	9443
3017	14371	9438
3018	14376	9433
3019	14381	9428
3020	14385	9423
3021	14389	9418
3022	14394	9413
3023	14399	9408
3024	14403	9404
3025	14408	9399
3026	14412	9394
3027	14417	9389
3028	14421	9384
3029	14426	9379
3030	14430	9374
3031	14435	9369
3032	14440	9364
3033	14444	9359
3034	14449	9355
3035	14453	9350
3036	14458	9345
3037	14463	9340
3038	14467	9335
3039	14472	9330
3040	14476	9325
3041	14481	9320
3042	14485	9316
3043	14490	9311
3044	14495	9306
3045	14500	9301
3046	14505	9297
3047	14510	9293
3048	14515	9288
3049	14520	9283
3050	14525	9278
3051	14529	9274
3052	14534	9269
3053	14539	9264
3054	14544	9260
3055	14550	9255
3056	14555	9251
3057	14561	9247
3058	14566	9242
3059	14571	9237
3060	14575	9233
3061	14580	9228
3062	14586	9224
3063	14591	9219
3064	14596	9214
3065	14601	9210
3066	14606	9205
3067	14611	9201
3068	14615	9196
3069	14620	9191
3070	14625	9186
3071	14630	9181
3072	14634	9177
3073	14639	9172
3074	14644	9167
3075	14648	9162
3076	14653	9157
3077	14658	9153
3078	14662	9148
3079	14667	9143
3080	14672	9138
3081	14676	9133
3082	14681	9128
3083	14685	9123
3084	14689	9118
3085	14694	9113
3086	14698	9108
3087	14703	9103
3088	14707	9098
3089	14712	9094
3090	14717	9089
3091	14721	9084
3092	14726	9079
3093	14730	9074
3094	14735	9069
3095	14739	9064
3096	14744	9059
3097	14748	9055
3098	14753	9050
3099	14757	9045
3100	14762	9040
3101	14767	9035
3102	14771	9030
3103	14776	9025
3104	14780	9020
3105	14785	9016
3106	14790	9011
3107	14794	9006
3108	14799	9001
3109	14803	8996
3110	14808	8991
3111	14812	8986
3112	14817	8981
3113	14821	8976
3114	14826	8971
3115	14830	8966
3116	14835	8962
3117	14839	8957
3118	14844	8952
3119	14848	8947
3120	14853	8942
3121	14857	8937
3122	14862	8932
3123	14867	8927
3124	14871	8922
3125	14876	8917
3126	14880	8913
3127	14885	8908
3128	14889	8903
3129	14894	8898
3130	14898	8893
3131	14903	8888
3132	14908	8883
3133	14912	8879
3134	14916	8874
3135	14921	8869
3136	14925	8864
3137	14930	8859
3138	14934	8854
3139	14939	8849
3140	14943	8844
3141	14948	8839
3142	14952	8834
3143	14957	8829
3144	14961	8824
3145	14967	8820
3146	14971	8815
3147	14977	8811
3148	14982	8806
3149	14987	8801
3150	14991	8797
3151	14996	8792
3152	15000	8787
3153	15005	8782
3154	15009	8777
3155	15014	8772
3156	15018	8767
3157	15023	8762
3158	15027	8757
3159	15032	8753
3160	15037	8748
3161	15041	8743
3162	15046	8738
3163	15050	8733
3164	15055	8728
3165	15059	8723
3166	15064	8718
3167	15069	8714
3168	15073	8709
3169	15078	8704
3170	15082	8699
3171	15087	8694
3172	15091	8689
3173	15096	8684
3174	15101	8680
3175	15106	8675
3176	15111	8671
3177	15116	8666
3178	15122	8662
3179	15127	8658
3180	15133	8653
3181	15138	8649
3182	15143	8644
3183	15148	8640
3184	15153	8635
3185	15158	8630
3186	15163	8626
3187	15168	8621
3188	15174	8617
3189	15179	8612
3190	15184	8608
3191	15189	8603
3192	15195	8599
3193	15200	8594
3194	15205	8590
3195	15210	8585
3196	15215	8580
3197	15219	8576
3198	15224	8571
3199	15229	8566
3200	15234	8561
3201	15239	8557
3202	15244	8552
3203	15248	8547
3204	15252	8542
3205	15257	8537
3206	15262	8533
3207	15266	8528
3208	15271	8523
3209	15275	8518
3210	15280	8513
3211	15285	8508
3212	15290	8504
3213	15294	8499
3214	15299	8494
3215	15303	8489
3216	15308	8484
3217	15312	8479
3218	15317	8474
3219	15322	8469
3220	15326	8465
3221	15330	8460
3222	15335	8455
3223	15339	8450
3224	15344	8445
3225	15349	8440
3226	15353	8435
3227	15358	8430
3228	15362	8426
3229	15367	8421
3230	15371	8416
3231	15376	8411
3232	15381	8406
3233	15385	8401
3234	15389	8396
3235	15394	8391
3236	15399	8386
3237	15403	8382
